order	family	Genus	species	mass(g)	gestation(mo)	newborn(g)	weaning(mo)	wean mass(g)	AFR(mo)	max. life(mo)	litter size	litters/year	refs
Rodentia	Sciuridae	Tamias	palmeri	59.70	1.10	-999.00	1.50	22.70	-999.00	-999	3.68	-999.00	"1,11,26"
Rodentia	Sciuridae	Tamias	siskiyou	75.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	5.00	-999.00	26
Rodentia	Sciuridae	Tamias	canipes	70.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	4.00	1.00	26
Rodentia	Sciuridae	Tamias	sonomae	75.00	-999.00	-999.00	0.75	-999.00	-999.00	-999	4.00	1.00	"11,18"
Rodentia	Sciuridae	Tamias	ruficaudus	57.29	1.03	-999.00	-999.00	-999.00	12.00	96	4.06	1.00	"1,2,11,26,29"
Rodentia	Sciuridae	Tamias	panamintinus	54.15	1.20	4.00	1.38	19.20	-999.00	-999	4.10	1.00	"1,11,26"
Rodentia	Sciuridae	Tamias	speciosus	60.00	-999.00	-999.00	-999.00	-999.00	12.00	-999	4.15	1.00	"1,11,23"
Rodentia	Sciuridae	Tamias	townsendii	84.00	0.93	3.55	1.64	34.50	11.62	123	4.33	1.00	"1,2,6,7,11,23"
Rodentia	Sciuridae	Tamias	senex	94.81	0.93	-999.00	-999.00	-999.00	-999.00	-999	4.50	1.00	"6,26"
Rodentia	Sciuridae	Tamias	minimus	44.15	0.97	2.30	1.46	-999.00	-999.00	-999	4.94	1.00	"1,16,26"
Rodentia	Sciuridae	Tamias	cinereicollis	62.10	1.00	-999.00	1.33	-999.00	-999.00	-999	4.95	1.00	"1,11,14,26"
Rodentia	Sciuridae	Tamias	quadrimaculatus	88.45	1.03	-999.00	-999.00	-999.00	11.14	-999	5.10	1.00	"1,11,23"
Rodentia	Sciuridae	Tamias	amoenus	48.25	0.98	2.62	1.45	19.00	11.73	62	5.19	1.00	"1,6,7,23,26,29"
Rodentia	Sciuridae	Tamias	sibiricus	85.00	1.14	4.00	1.30	-999.00	11.50	-999	4.85	1.14	"1,2,13"
Rodentia	Sciuridae	Tamias	quadrivittatus	58.13	1.05	2.60	-999.00	-999.00	11.00	-999	4.42	1.50	"1,11"
Rodentia	Sciuridae	Tamias	dorsalis	62.80	0.99	-999.00	-999.00	-999.00	-999.00	-999	5.16	1.50	"1,11"
Rodentia	Sciuridae	Tamias	striatus	95.70	1.03	3.50	1.17	39.55	5.00	96	4.22	1.53	"1,2,8,13,23,29"
Rodentia	Sciuridae	Tamiasciurus	douglasii	229.80	1.29	5.00	-999.00	-999.00	4.00	-999	9.78	1.50	"1,6,11"
Rodentia	Sciuridae	Tamiasciurus	hudsonicus	194.50	1.22	7.00	2.06	83.75	11.24	120	4.20	1.67	"1,5,7,8,13,23,29"
Rodentia	Sciuridae	Trogopterus	xanthipes	-999.00	2.71	-999.00	3.50	-999.00	22.00	144	1.55	-999.00	"1,2"
Rodentia	Sciuridae	Xerus	erythropus	502.00	-999.00	-999.00	1.75	-999.00	6.00	72	3.75	-999.00	"1,2,13,16"
Rodentia	Sciuridae	Xerus	inauris	588.00	1.54	20.00	1.73	-999.00	11.32	72	2.18	1.00	"1,2,16,23"
Rodentia	Thryonomyidae	Thryonomys	gregorianus	1880.00	3.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	2.00	"1,16"
Rodentia	Thryonomyidae	Thryonomys	swinderianus	3687.50	3.56	105.00	1.00	-999.00	10.94	52	3.83	2.33	"1,2,16,23,29"
Scandentia	Tupaiidae	Tupaia	montana	283.00	1.65	11.00	-999.00	-999.00	-999.00	-999	1.50	-999.00	"1,2,16"
Scandentia	Tupaiidae	Tupaia	minor	700.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.98	-999.00	"1,16"
Scandentia	Tupaiidae	Tupaia	tana	797.00	-999.00	-999.00	1.02	-999.00	-999.00	-999	2.17	-999.00	"1,16"
Scandentia	Tupaiidae	Tupaia	glis	159.00	1.52	12.94	1.17	100.00	4.53	149	2.44	-999.00	"1,2,23"
Scandentia	Tupaiidae	Tupaia	belangeri	-999.00	1.50	10.00	1.17	-999.00	-999.00	-999	2.00	7.50	29
Scandentia	Tupaiidae	Urogale	everetti	350.00	1.85	19.98	1.25	104.40	-999.00	138	1.63	-999.00	"1,2"
Scandentia	Tupaiidae 	Ptilocercus	lowii	42.50	-999.00	10.00	-999.00	-999.00	-999.00	32	2.00	-999.00	"2,13"
Sirenia	Dugongidae	Dugong	dugon	479500.00	12.21	27500.00	18.00	-999.00	112.93	876	1.00	0.22	"1,2,11,15,23,25"
Sirenia	Dugongidae	Hydrodamalis	gigas	4000000.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,2"
Sirenia	Trichechidae	Trichechus	senegalensis	500000.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,2"
Sirenia	Trichechidae	Trichechus	manatus	387500.00	9.94	28633.33	18.00	-999.00	49.31	528	1.00	0.37	"1,2,11,23,29"
Sirenia	Trichechidae	Trichechus	inunguis	480000.00	10.25	12500.00	24.00	67500.00	36.00	150	1.00	0.50	"1,2,11"
Tubulidentata	Orycteropodidae	Orycteropus	afer	60000.00	7.08	1734.00	3.37	6250.00	26.00	288	1.03	1.00	"1,2,29"
Xenarthra	Bradypodidae	Bradypus	torquatus	3900.00	-999.00	-999.00	-999.00	-999.00	-999.00	144	1.00	-999.00	"2,13,16"
Xenarthra	Bradypodidae	Bradypus	variegatus	4860.00	5.37	290.00	1.05	-999.00	37.42	-999	1.00	1.00	"1,2,3,4,16,23,29"
Xenarthra	Bradypodidae	Bradypus	tridactylus	3770.00	4.63	-999.00	1.25	-999.00	3.53	480	1.00	1.00	"1,13,16,17"
Xenarthra	Dasypodidae	Cabassous	centralis	2750.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.00	-999.00	"1,2,3"
Xenarthra	Dasypodidae	Chaetophractus	nationi	2150.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	1.50	-999.00	"4,16"
Xenarthra	Dasypodidae	Chaetophractus	villosus	2020.00	2.18	131.40	1.83	-999.00	9.00	282	1.65	1.00	"1,2,4"
Xenarthra	Dasypodidae	Dasypus	kappleri	10150.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999	2.00	-999.00	"3,16"
Xenarthra	Dasypodidae	Dasypus	sabanicola	1150.00	3.00	-999.00	-999.00	-999.00	-999.00	-999	4.00	-999.00	"1,3,18"
Xenarthra	Dasypodidae	Dasypus	hybridus	1500.00	4.00	-999.00	-999.00	-999.00	-999.00	-999	4.00	-999.00	"1,16"
Xenarthra	Dasypodidae	Dasypus	septemcinctus	1475.00	4.34	-999.00	-999.00	-999.00	9.00	-999	6.00	-999.00	"1,13,16"
Xenarthra	Dasypodidae	Dasypus	novemcinctus	4300.00	4.36	66.33	4.50	-999.00	13.33	268	4.00	1.00	"1,2,3,11,13,17,23,26,29"
Xenarthra	Dasypodidae	Euphractus	sexcinctus	4600.00	2.09	105.00	1.02	420.00	9.00	226	1.75	-999.00	"1,2,3,4,11,17,29"
Xenarthra	Dasypodidae	Priodontes	maximus	50000.00	4.00	113.00	1.25	-999.00	10.50	156	1.50	-999.00	"1,2,4,16"
Xenarthra	Dasypodidae	Tolypeutes	matacus	1225.00	4.75	99.00	1.72	-999.00	-999.00	-999	1.00	1.00	"1,4,13,16,29"
Xenarthra	Dasypodidae	Zaedyus	pichiy	1500.00	2.00	105.00	1.50	-999.00	10.50	108	2.00	-999.00	"1,2,4"
Xenarthra	Megalonychidae	Choloepus	hoffmanni	4750.00	9.41	387.25	0.69	-999.00	30.12	385	1.00	0.70	"1,2,16,23,29"
Xenarthra	Megalonychidae	Choloepus	didactylus	6070.00	8.67	354.77	2.50	-999.00	36.00	333	1.50	1.00	"1,2,3,11,13,17,29"
Xenarthra	Myrmecophagidae	Cyclopes	didactylus	5070.00	8.92	-999.00	5.00	-999.00	-999.00	-999	1.00	-999.00	"1,3,16"
Xenarthra	Myrmecophagidae	Myrmecophaga	tridactyla	28500.00	6.19	1491.17	1.83	-999.00	39.00	310	1.00	1.17	"1,2,3,13,17,29"
Xenarthra	Myrmecophagidae	Tamandua	tetradactyla	5030.00	5.22	-999.00	-999.00	-999.00	12.00	114	1.00	1.35	"1,2,3,13,16"

													


													
													
													
